index,id,功能词,代名詞,特定人稱代名詞,第一人稱單數代名詞,第一人稱複數代名詞,第二人稱代名詞,第三人稱單數代名詞,第三人稱複數代名詞,非特定人稱代名詞,動詞,助動詞,副詞,介係詞,連接詞,否定詞,概數詞,數字,髒話,第二人稱複數代名詞,後置詞,特指定詞,量詞,語助詞,多用途詞,時態標定詞,過去時態標定詞,現在時態標定詞,未來時態標定詞,延續時態標定詞,社會歷程詞,家族詞,朋友詞,人類詞,情感歷程詞,正向情緒詞,負向情緒詞,焦慮詞,生氣詞,悲傷詞,認知歷程詞,洞察詞,因果詞,差距詞,暫訂詞,確切詞,限制詞,包含詞,排除詞,感知歷程詞,視覺詞,聽覺詞,感覺詞,生理歷程詞,身體詞,健康詞,性詞,攝食詞,相對詞,移動詞,空間詞,時間詞,工作詞,成就詞,休閒詞,家庭詞,金錢詞,宗教詞,死亡詞,應和詞,停頓贅詞,填充贅詞,label
667,25390239,0.439077936,0.03183315,0.010976948,0.004390779,0.001097695,0.001097695,0.00219539,0.003293085,0.021953897,0.103183315,0.029637761,0.06805708,0.063666301,0.053787047,0.020856202,0.027442371,0.026344676,0,0,0.047200878,0.021953897,0.050493963,0.061470911,0.073545554,0.038419319,0.003293085,0.010976948,0.009879254,0.014270033,0.038419319,0,0,0.016465423,0.061470911,0.010976948,0.046103183,0.014270033,0.014270033,0,0.176728869,0.032930845,0.013172338,0.027442371,0.025246981,0.007683864,0.014270033,0.048298573,0.025246981,0.024149286,0.012074643,0.005488474,0.005488474,0.005488474,0.005488474,0,0,0,0.155872667,0.042810099,0.096597146,0.039517014,0.025246981,0.019758507,0.00219539,0.037321625,0.012074643,0.001097695,0,0.03622393,0.003293085,0.009879254,1
915,50913,0.442028986,0.02173913,0.007246377,0,0,0.007246377,0,0,0.014492754,0.101449275,0.014492754,0.057971014,0.057971014,0.065217391,0.043478261,0.057971014,0.007246377,0,0,0.036231884,0.014492754,0.057971014,0.065217391,0.057971014,0.028985507,0,0.014492754,0,0.014492754,0.02173913,0,0,0,0.043478261,0.014492754,0,0,0,0,0.224637681,0.043478261,0.036231884,0.02173913,0.050724638,0.007246377,0,0.050724638,0.02173913,0.028985507,0.014492754,0,0.014492754,0.036231884,0.007246377,0,0,0.028985507,0.144927536,0.036231884,0.101449275,0.050724638,0.028985507,0.007246377,0.028985507,0.02173913,0.050724638,0,0,0.036231884,0,0,0
1499,33279,0.414634146,0.06097561,0.036585366,0,0,0.024390244,0.012195122,0,0.024390244,0.12195122,0.012195122,0.048780488,0.048780488,0.024390244,0.036585366,0.036585366,0,0,0,0.012195122,0,0.048780488,0.097560976,0.12195122,0,0,0,0,0,0.097560976,0,0,0.024390244,0.06097561,0,0.024390244,0.012195122,0,0.012195122,0.195121951,0.073170732,0,0.024390244,0.012195122,0.012195122,0.024390244,0.048780488,0.012195122,0.073170732,0.012195122,0.024390244,0.024390244,0.073170732,0.024390244,0,0.06097561,0.012195122,0.12195122,0,0.097560976,0.024390244,0.024390244,0.012195122,0.012195122,0,0,0,0,0.024390244,0,0,0
1221,35700,0.426020408,0.025510204,0.012755102,0.00255102,0,0.010204082,0,0,0.012755102,0.160714286,0.022959184,0.089285714,0.06122449,0.038265306,0.030612245,0.033163265,0.005102041,0,0,0.028061224,0.010204082,0.040816327,0.089285714,0.12244898,0.033163265,0.00255102,0.007653061,0.010204082,0.012755102,0.025510204,0,0,0.005102041,0.035714286,0.010204082,0.017857143,0,0,0.00255102,0.170918367,0.022959184,0.033163265,0.025510204,0.022959184,0.00255102,0.010204082,0.053571429,0.025510204,0.017857143,0.005102041,0.005102041,0.007653061,0.030612245,0.005102041,0.010204082,0,0.017857143,0.102040816,0.022959184,0.051020408,0.038265306,0.015306122,0.025510204,0.007653061,0,0.030612245,0,0,0.038265306,0.00255102,0.005102041,0
2708,1041,0.362204724,0.031496063,0.031496063,0,0,0.031496063,0,0,0,0.118110236,0.023622047,0.086614173,0.015748031,0.039370079,0,0,0,0,0,0.007874016,0,0.031496063,0.102362205,0.094488189,0.047244094,0,0.007874016,0.023622047,0.015748031,0.05511811,0,0,0.007874016,0.039370079,0.023622047,0.007874016,0.007874016,0,0,0.196850394,0.05511811,0.015748031,0.031496063,0.039370079,0.039370079,0.007874016,0.023622047,0.023622047,0.11023622,0.11023622,0,0,0,0,0,0,0,0.078740157,0.007874016,0.015748031,0.05511811,0,0,0,0,0.015748031,0.007874016,0,0.039370079,0.007874016,0,0
3327,76464,0.323659306,0.021451104,0.004416404,0.000630915,0.001892744,0.00126183,0,0.000630915,0.0170347,0.117350158,0.032807571,0.052996845,0.049211356,0.035962145,0.012618297,0.024605678,0.005678233,0,0,0.027760252,0.003785489,0.030914826,0.061198738,0.07444795,0.026498423,0.001892744,0.01955836,0.002523659,0.002523659,0.039747634,0.004416404,0.000630915,0.013880126,0.058044164,0.008201893,0.038485804,0.007570978,0.005047319,0.006940063,0.172870662,0.014511041,0.037223975,0.03533123,0.01829653,0.003785489,0.021451104,0.043533123,0.010094637,0.040378549,0.003785489,0,0.024605678,0.083280757,0.030283912,0.048580442,0.004416404,0.001892744,0.10977918,0.01955836,0.059936909,0.020189274,0.008832808,0.018927445,0.011356467,0.006940063,0.004416404,0.00126183,0.003154574,0.021451104,0,0.001892744,0
272,13051,0.5,0.166666667,0.055555556,0,0.055555556,0,0,0,0.111111111,0.111111111,0.055555556,0.055555556,0,0,0.055555556,0.111111111,0,0,0,0,0,0,0.055555556,0.055555556,0,0,0,0,0,0.111111111,0,0,0.055555556,0.111111111,0,0.055555556,0,0.055555556,0,0.277777778,0.055555556,0.055555556,0,0,0.111111111,0,0.055555556,0,0.055555556,0.055555556,0,0,0.055555556,0,0.055555556,0,0,0.111111111,0,0.055555556,0.055555556,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0
2948,35167,0.347432024,0.018126888,0.009063444,0,0.003021148,0.006042296,0,0,0.010574018,0.129909366,0.027190332,0.066465257,0.054380665,0.045317221,0.02265861,0.027190332,0.003021148,0,0,0.03021148,0.012084592,0.031722054,0.057401813,0.058912387,0.02265861,0.003021148,0.003021148,0.00755287,0.009063444,0.028700906,0,0,0.003021148,0.039274924,0.01510574,0.021148036,0.003021148,0.004531722,0.003021148,0.17673716,0.025679758,0.03021148,0.03021148,0.024169184,0.016616314,0.016616314,0.040785498,0.016616314,0.019637462,0.003021148,0.003021148,0.010574018,0.021148036,0.003021148,0.00755287,0,0.013595166,0.116314199,0.010574018,0.070996979,0.031722054,0.027190332,0.018126888,0.01510574,0.00755287,0.03776435,0,0.001510574,0.016616314,0,0.001510574,0
2892,42857,0.351230425,0.049217002,0.032438479,0.021252796,0.003355705,0.007829978,0,0,0.016778523,0.127516779,0.024608501,0.044742729,0.031319911,0.026845638,0.008948546,0.027964206,0.035794183,0.003355705,0,0.01901566,0.007829978,0.030201342,0.05033557,0.081655481,0.01901566,0.001118568,0.008948546,0.004474273,0.004474273,0.055928412,0.001118568,0,0.021252796,0.043624161,0.026845638,0.006711409,0,0.003355705,0,0.157718121,0.042505593,0.01901566,0.023489933,0.01901566,0.007829978,0.003355705,0.039149888,0.017897092,0.060402685,0.016778523,0.003355705,0.008948546,0.089485459,0.03803132,0.022371365,0.011185682,0.036912752,0.135346756,0.035794183,0.048098434,0.048098434,0.013422819,0.015659955,0.012304251,0.001118568,0.002237136,0.001118568,0,0.058165548,0.002237136,0.005592841,0
3165,35291,0.333333333,0.037037037,0,0,0,0,0,0,0.037037037,0.148148148,0.111111111,0.148148148,0,0,0,0,0,0,0,0,0,0,0.111111111,0.037037037,0.037037037,0,0,0,0.037037037,0,0,0,0,0.111111111,0.074074074,0.037037037,0,0,0,0.296296296,0.037037037,0,0.111111111,0,0.037037037,0,0.074074074,0.074074074,0,0,0,0,0.037037037,0.037037037,0,0,0,0.037037037,0,0,0.037037037,0,0,0,0,0.111111111,0,0,0.074074074,0.037037037,0,0
1573,1752,0.411552347,0.027075812,0.010830325,0.005415162,0,0,0.003610108,0.001805054,0.016245487,0.142599278,0.025270758,0.07400722,0.066787004,0.059566787,0.009025271,0.019855596,0.012635379,0,0,0.0433213,0.019855596,0.034296029,0.077617329,0.088447653,0.05234657,0.003610108,0.012635379,0.016245487,0.019855596,0.0433213,0.003610108,0,0.027075812,0.010830325,0.003610108,0.005415162,0,0,0,0.157039711,0.028880866,0.018050542,0.028880866,0.010830325,0.003610108,0.007220217,0.034296029,0.025270758,0.036101083,0.007220217,0.007220217,0.014440433,0.092057762,0.016245487,0.039711191,0.001805054,0.039711191,0.144404332,0.039711191,0.079422383,0.039711191,0.012635379,0.005415162,0,0.003610108,0.003610108,0.001805054,0,0.05234657,0.001805054,0.009025271,0
363,338935,0.493506494,0.051948052,0.038961039,0,0,0.038961039,0,0,0.012987013,0.207792208,0.051948052,0.090909091,0.051948052,0.025974026,0,0.025974026,0.025974026,0,0,0.012987013,0,0.064935065,0.12987013,0.025974026,0.064935065,0,0.012987013,0.012987013,0.038961039,0.077922078,0,0,0.012987013,0.051948052,0.038961039,0,0,0,0,0.207792208,0.051948052,0,0.051948052,0.025974026,0.012987013,0.012987013,0.038961039,0.025974026,0.012987013,0,0.012987013,0,0.103896104,0,0.012987013,0,0.090909091,0.181818182,0.012987013,0.090909091,0.064935065,0.012987013,0,0.077922078,0,0.025974026,0,0,0.051948052,0,0.012987013,0
548,51640,0.469483568,0.018779343,0.014084507,0,0,0.014084507,0,0,0.004694836,0.154929577,0.037558685,0.103286385,0.056338028,0.037558685,0.018779343,0.042253521,0.028169014,0,0,0.023474178,0.028169014,0.093896714,0.056338028,0.046948357,0.046948357,0.009389671,0.004694836,0.018779343,0.014084507,0.028169014,0,0.004694836,0,0.042253521,0.018779343,0.018779343,0,0,0,0.159624413,0.023474178,0.014084507,0.042253521,0.018779343,0.009389671,0.004694836,0.03286385,0.028169014,0.023474178,0.009389671,0.004694836,0.004694836,0.046948357,0.014084507,0.004694836,0,0.028169014,0.126760563,0.023474178,0.061032864,0.051643192,0.014084507,0.009389671,0.004694836,0,0.03286385,0.004694836,0,0.037558685,0,0.018779343,0
2489,338365,0.374374374,0.042042042,0.023023023,0.006006006,0.005005005,0,0.012012012,0,0.023023023,0.108108108,0.031031031,0.059059059,0.04004004,0.049049049,0.017017017,0.023023023,0.021021021,0,0,0.027027027,0.012012012,0.028028028,0.064064064,0.052052052,0.04004004,0.004004004,0.009009009,0.014014014,0.013013013,0.056056056,0.003003003,0,0.008008008,0.035035035,0.009009009,0.019019019,0.003003003,0.001001001,0.005005005,0.177177177,0.03003003,0.014014014,0.028028028,0.023023023,0.006006006,0.01001001,0.038038038,0.029029029,0.022022022,0.01001001,0.006006006,0.002002002,0.065065065,0.032032032,0.032032032,0.001001001,0.001001001,0.128128128,0.042042042,0.051051051,0.038038038,0.016016016,0.013013013,0.002002002,0.002002002,0.001001001,0.003003003,0.002002002,0.025025025,0.003003003,0.011011011,0
3461,180047,0.311711712,0.025225225,0.009009009,0.003603604,0.003603604,0.001801802,0,0,0.016216216,0.07027027,0.025225225,0.03963964,0.05045045,0.041441441,0.007207207,0.023423423,0.003603604,0.001801802,0,0.021621622,0.009009009,0.021621622,0.072072072,0.081081081,0.027027027,0,0.010810811,0.007207207,0.009009009,0.023423423,0,0,0.010810811,0.045045045,0.01981982,0.018018018,0.001801802,0.003603604,0,0.165765766,0.014414414,0.03963964,0.023423423,0.018018018,0.007207207,0.012612613,0.054054054,0.007207207,0.018018018,0.012612613,0,0.001801802,0.12972973,0.072072072,0.023423423,0.001801802,0.036036036,0.079279279,0.016216216,0.045045045,0.016216216,0.005405405,0.027027027,0.001801802,0.003603604,0,0.005405405,0.003603604,0.03963964,0,0.001801802,0
1718,47664,0.404494382,0.033707865,0.008426966,0.002808989,0.002808989,0,0.002808989,0,0.025280899,0.132022472,0.030898876,0.070224719,0.036516854,0.033707865,0.008426966,0.030898876,0.019662921,0.002808989,0,0.028089888,0.025280899,0.047752809,0.078651685,0.103932584,0.030898876,0,0.008426966,0.005617978,0.016853933,0.039325843,0.005617978,0,0.019662921,0.039325843,0.011235955,0.028089888,0.014044944,0.002808989,0,0.171348315,0.028089888,0.02247191,0.030898876,0.016853933,0.005617978,0.008426966,0.042134831,0.030898876,0.019662921,0.005617978,0.002808989,0.008426966,0.053370787,0.002808989,0.036516854,0.002808989,0.019662921,0.106741573,0.030898876,0.064606742,0.016853933,0.016853933,0.011235955,0.008426966,0.014044944,0.002808989,0,0.002808989,0.064606742,0.002808989,0.008426966,0
3952,66602,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
3076,22160,0.338850174,0.018292683,0.004790941,0.00087108,0.00130662,0.0021777,0.00043554,0,0.013501742,0.104965157,0.015679443,0.06445993,0.028745645,0.036149826,0.006533101,0.023954704,0.043989547,0.00261324,0,0.023083624,0.025696864,0.054878049,0.054006969,0.047038328,0.032665505,0.00174216,0.006533101,0.008710801,0.015679443,0.022648084,0.00174216,0,0.009581882,0.038763066,0.016986063,0.010888502,0.00087108,0.004355401,0.003484321,0.131097561,0.024825784,0.007404181,0.015679443,0.009146341,0.012630662,0.00304878,0.040505226,0.023954704,0.036585366,0.011324042,0.00304878,0.014372822,0.109756098,0.030923345,0.032229965,0.006097561,0.046167247,0.112804878,0.024390244,0.049216028,0.044425087,0.008710801,0.011759582,0.018292683,0.005226481,0.008275261,0.00174216,0.00087108,0.053135889,0.003919861,0.012195122,0
88,23142681,0.428365731,0.07199424,0.05399568,0.044636429,0,0.000719942,0.003599712,0.00287977,0.01799856,0.150467963,0.019438445,0.070554356,0.070554356,0.036717063,0.012239021,0.025917927,0.012958963,0.001439885,0,0.020158387,0.01799856,0.033837293,0.07199424,0.081353492,0.041036717,0.004319654,0.010799136,0.007199424,0.018718503,0.049676026,0.003599712,0.000719942,0.014398848,0.063354932,0.022318215,0.026637869,0.003599712,0.004319654,0.010799136,0.181425486,0.051835853,0.022318215,0.02087833,0.021598272,0.010799136,0.008639309,0.044636429,0.012239021,0.016558675,0.001439885,0.00287977,0.009359251,0.010079194,0.001439885,0.003599712,0.00287977,0.004319654,0.129589633,0.030957523,0.061195104,0.035277178,0.030237581,0.025197984,0.004319654,0.000719942,0.019438445,0.00287977,0.00287977,0.049676026,0.001439885,0.002159827,1
2010,237069,0.392889699,0.041932543,0.016408387,0.000911577,0,0.011850501,0.002734731,0.000911577,0.025524157,0.123062899,0.051048314,0.078395624,0.05834093,0.046490428,0.014585232,0.014585232,0.004557885,0.000911577,0,0.034639927,0.010938924,0.036463081,0.059252507,0.074749316,0.02461258,0,0.010938924,0.007292616,0.006381039,0.023701003,0,0,0.007292616,0.056517776,0.018231541,0.021877849,0,0.00911577,0.005469462,0.178669098,0.018231541,0.021877849,0.044667274,0.027347311,0.012762078,0.008204193,0.041932543,0.02461258,0.028258888,0.005469462,0,0.011850501,0.113035552,0.030082042,0.053783045,0.002734731,0.035551504,0.092980857,0.017319964,0.048313582,0.030993619,0.013673655,0.025524157,0.013673655,0.004557885,0.001823154,0.002734731,0.010027347,0.040109389,0,0.014585232,0
791,25823890,0.242876998,0.003822099,0,0,0,0,0,0,0.003822099,0.050034746,0.004864489,0.021195274,0.042738013,0.026059764,0.000694927,0.048992356,0.022932592,0,0,0.010423905,0.009728978,0.062195969,0.023974983,0.029186935,0.028144545,0.002432245,0.01285615,0.003822099,0.009034051,0.021195274,0,0,0.002084781,0.019457957,0.015635858,0.001389854,0,0,0.000347464,0.108408617,0.016678249,0.008339124,0.002432245,0.002432245,0.020152884,0.015288395,0.034746352,0.004169562,0.007296734,0.004169562,0.000694927,0.002084781,0.003127172,0.001737318,0.000694927,0.001042391,0.000347464,0.124391939,0.022237665,0.080611536,0.016330785,0.081653926,0.028144545,0.004864489,0.014246004,0.02466991,0.000347464,0.000347464,0.01285615,0,0.002084781,1
563,24986085,0.39051828,0.0361591,0.020490157,0.001607071,0.006428284,0.001205303,0.008437123,0.002410607,0.015668943,0.103656087,0.008838891,0.048613901,0.063479309,0.045801527,0.009240659,0.022900763,0.028525512,0.000803536,0.000401768,0.023302531,0.017677782,0.047408598,0.085174769,0.095218963,0.037364403,0.00361591,0.011249498,0.00723182,0.015267176,0.048613901,0.000401768,0.000401768,0.007633588,0.030132583,0.015267176,0.010044194,0,0.002410607,0.000401768,0.137806348,0.030936119,0.01446364,0.00723182,0.008035356,0.011249498,0.01084773,0.043792688,0.010044194,0.013660104,0.005624749,0.005222981,0.002812374,0.004821213,0.001205303,0.001607071,0.000803536,0.001205303,0.134993973,0.026114906,0.06147047,0.049819204,0.045801527,0.029329048,0.004419446,0.001205303,0.002410607,0.001205303,0.000401768,0.03977501,0.001205303,0.004419446,1
617,95440,0.462173315,0.049518569,0.017881706,0.002751032,0.001375516,0.012379642,0.001375516,0,0.031636864,0.130674003,0.031636864,0.094910591,0.049518569,0.079779917,0.013755158,0.038514443,0.01650619,0.001375516,0,0.023383769,0.008253095,0.031636864,0.082530949,0.081155433,0.052269601,0.005502063,0.004126547,0.009628611,0.03301238,0.046767538,0.006877579,0,0.022008253,0.045392022,0.006877579,0.030261348,0.005502063,0.001375516,0.001375516,0.200825309,0.052269601,0.024759285,0.022008253,0.013755158,0.015130674,0.006877579,0.031636864,0.039889959,0.022008253,0.008253095,0.001375516,0.006877579,0.068775791,0.022008253,0.024759285,0.001375516,0.027510316,0.116918845,0.015130674,0.04264099,0.064649243,0.005502063,0.015130674,0.004126547,0.002751032,0.001375516,0.002751032,0.006877579,0.068775791,0.005502063,0.019257221,0
984,305908,0.4375,0.09375,0.046875,0,0,0.046875,0,0,0.046875,0.078125,0.015625,0.078125,0.03125,0.015625,0.015625,0.03125,0,0,0,0.046875,0.03125,0,0.125,0.140625,0.0625,0,0.03125,0.015625,0.015625,0.09375,0,0,0.015625,0.03125,0.015625,0.015625,0,0,0,0.109375,0.046875,0,0.015625,0.015625,0,0,0.03125,0,0.046875,0.046875,0,0,0.046875,0,0.015625,0,0.03125,0.140625,0.015625,0.078125,0.03125,0,0,0,0,0,0,0,0.0625,0,0,0
780,295530,0.449654112,0.051498847,0.024596464,0.007686395,0.001537279,0.011529593,0.003074558,0.001537279,0.028439662,0.157571099,0.028439662,0.114527287,0.043043812,0.036126057,0.009992314,0.026902383,0.016910069,0.002305919,0,0.013066872,0.009992314,0.033820138,0.118370484,0.101460415,0.059185242,0.002305919,0.006149116,0.001537279,0.049192929,0.067640277,0.004611837,0,0.020753267,0.051498847,0.01537279,0.03151422,0,0.009223674,0.006917756,0.179861645,0.054573405,0.018447348,0.025365104,0.010760953,0.005380477,0.005380477,0.03151422,0.036894696,0.023827825,0.005380477,0.011529593,0.005380477,0.097617218,0.037663336,0.051498847,0.003074558,0.008455035,0.096848578,0.029208301,0.045349731,0.029208301,0.006917756,0.014604151,0.003843198,0.001537279,0.001537279,0.003074558,0.020753267,0.092236741,0.011529593,0.017678709,0
2400,39595,0.377963738,0.061366806,0.046025105,0.025104603,0,0.020920502,0,0,0.015341702,0.131101813,0.023709902,0.064156206,0.032078103,0.032078103,0.006973501,0.026499303,0.025104603,0.0013947,0,0.019525802,0.016736402,0.026499303,0.057182706,0.089260809,0.022315202,0.0013947,0.006973501,0.008368201,0.005578801,0.058577406,0,0,0.019525802,0.041841004,0.022315202,0.008368201,0,0.0041841,0,0.156206416,0.043235704,0.018131102,0.025104603,0.020920502,0.018131102,0.0027894,0.043235704,0.016736402,0.052998605,0.012552301,0.0027894,0.011157601,0.093444909,0.036262204,0.022315202,0.009762901,0.037656904,0.136680614,0.033472803,0.051603905,0.050209205,0.012552301,0.005578801,0.019525802,0.0027894,0.0027894,0,0,0.072524407,0.0027894,0.009762901,0
651,188694,0.459207459,0.067599068,0.020979021,0,0,0.020979021,0,0,0.046620047,0.135198135,0.03962704,0.081585082,0.053613054,0.053613054,0.016317016,0.032634033,0.018648019,0,0,0.018648019,0.023310023,0.034965035,0.083916084,0.086247086,0.025641026,0.002331002,0,0.011655012,0.011655012,0.051282051,0,0,0.013986014,0.083916084,0.03030303,0.034965035,0.027972028,0,0,0.156177156,0.018648019,0.013986014,0.048951049,0.034965035,0.002331002,0.004662005,0.037296037,0.03030303,0.032634033,0.006993007,0,0.009324009,0.083916084,0.023310023,0.025641026,0.004662005,0.037296037,0.10955711,0.03030303,0.058275058,0.037296037,0,0.009324009,0.016317016,0.002331002,0.011655012,0.002331002,0.004662005,0.065268065,0.013986014,0.013986014,0
3903,530432,0.222222222,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0.111111111,0,0,0.111111111,0,0.111111111,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.111111111,0,0.111111111,0,0,0,0,0,0.111111111,0,0.111111111,0,0.111111111,0,0.111111111,0,0,0,0,0,0,0,0
1006,26637667,0.264642082,0.009761388,0.002169197,0,0,0.002169197,0,0,0.007592191,0.084598698,0.018438178,0.026030369,0.073752711,0.032537961,0.007592191,0.021691974,0.00867679,0,0,0.02494577,0.009761388,0.030368764,0.036876356,0.045553145,0.039045553,0.004338395,0.013015184,0.00867679,0.013015184,0.041214751,0,0,0.029284165,0.013015184,0.005422993,0.002169197,0.001084599,0.001084599,0,0.162689805,0.028199566,0.013015184,0.020607375,0.014099783,0.030368764,0.020607375,0.043383948,0.003253796,0.015184382,0.014099783,0.001084599,0,0.004338395,0.003253796,0,0,0.001084599,0.14208243,0.020607375,0.068329718,0.050976139,0.030368764,0.030368764,0,0.029284165,0.009761388,0,0,0.021691974,0,0.002169197,1
1034,26751465,0.439698492,0.032663317,0.015075377,0.005025126,0,0.007537688,0,0,0.01758794,0.120603015,0.015075377,0.067839196,0.042713568,0.045226131,0.012562814,0.025125628,0.015075377,0,0.002512563,0.020100503,0.010050251,0.042713568,0.150753769,0.110552764,0.060301508,0.002512563,0,0,0.057788945,0.047738693,0.002512563,0,0.010050251,0.025125628,0.01758794,0.005025126,0.002512563,0.002512563,0,0.17839196,0.060301508,0.015075377,0.01758794,0.005025126,0.012562814,0,0.042713568,0.015075377,0.042713568,0.020100503,0.020100503,0.005025126,0.012562814,0.007537688,0,0,0.005025126,0.095477387,0.022613065,0.047738693,0.025125628,0.010050251,0.010050251,0.002512563,0,0.01758794,0,0,0.090452261,0.002512563,0.005025126,1
287,23710994,0.409090909,0.015151515,0,0,0,0,0,0,0.015151515,0.121212121,0.03030303,0.106060606,0.075757576,0,0.015151515,0.015151515,0.015151515,0,0,0.03030303,0,0.075757576,0.045454545,0.03030303,0.03030303,0,0.015151515,0,0.015151515,0.060606061,0,0,0.03030303,0,0,0,0,0,0,0.121212121,0.015151515,0,0.03030303,0,0.045454545,0,0.03030303,0,0.015151515,0,0,0.015151515,0.015151515,0,0,0,0.015151515,0.136363636,0.060606061,0.03030303,0.03030303,0.03030303,0.015151515,0,0,0.045454545,0,0,0.015151515,0,0,1
212,23504878,0.367909238,0.030794165,0.011345219,0.001620746,0,0.001620746,0.004862237,0.003241491,0.019448947,0.141004862,0.012965964,0.071312804,0.089141005,0.034035656,0.001620746,0.017828201,0.021069692,0,0,0.040518639,0.024311183,0.027552674,0.038897893,0.048622366,0.050243112,0.001620746,0.004862237,0.024311183,0.019448947,0.048622366,0.006482982,0.001620746,0.019448947,0.025931929,0.006482982,0.012965964,0.006482982,0.001620746,0.003241491,0.142625608,0.030794165,0.01458671,0.011345219,0.017828201,0.004862237,0.008103728,0.051863857,0.01458671,0.022690438,0.006482982,0.006482982,0.006482982,0.042139384,0.038897893,0.004862237,0,0,0.200972447,0.061588331,0.113452188,0.048622366,0.006482982,0.008103728,0,0.011345219,0.003241491,0.001620746,0.001620746,0.037277147,0.003241491,0.001620746,1
1388,25235,0.41931385,0.043837357,0.029224905,0.007623888,0.002541296,0.00635324,0.01270648,0.000635324,0.015247776,0.120711563,0.014612452,0.054002541,0.062897078,0.041296061,0.008894536,0.042566709,0.01905972,0.000635324,0,0.026048285,0.014612452,0.043202033,0.095933926,0.104193139,0.031766201,0.001905972,0.008894536,0.004447268,0.016518424,0.073697586,0.00635324,0.001905972,0.026048285,0.036848793,0.01905972,0.012071156,0.00635324,0,0.001905972,0.162642948,0.036213469,0.026683609,0.014612452,0.013977128,0.012071156,0.008259212,0.047013977,0.016518424,0.01270648,0.002541296,0.003811944,0.004447268,0.106099111,0.015247776,0.045743329,0.012071156,0.047013977,0.115628971,0.025412961,0.050190597,0.036213469,0.033036849,0.026048285,0.008894536,0,0.000635324,0.005717916,0.004447268,0.033036849,0.001905972,0.006988564,0
2189,222547,0.386363636,0.040584416,0.017045455,0.004058442,0.000811688,0.007305195,0.004058442,0.000811688,0.023538961,0.125811688,0.046266234,0.080357143,0.054383117,0.04788961,0.012987013,0.011363636,0.008928571,0.000811688,0,0.030844156,0.00974026,0.036525974,0.064123377,0.079545455,0.023538961,0,0.00974026,0.00487013,0.008928571,0.034090909,0,0,0.012175325,0.050324675,0.015422078,0.019480519,0,0.008116883,0.00487013,0.18262987,0.021915584,0.020292208,0.045454545,0.026785714,0.00974026,0.008116883,0.041396104,0.033279221,0.026785714,0.004058442,0.002435065,0.00974026,0.102272727,0.026785714,0.04788961,0.002435065,0.031655844,0.086038961,0.018668831,0.041396104,0.030032468,0.025162338,0.029220779,0.012175325,0.007305195,0.00487013,0.002435065,0.008928571,0.042207792,0,0.01461039,0
2816,34964,0.355218855,0.016835017,0.008417508,0.001683502,0.003367003,0.003367003,0,0,0.008417508,0.11952862,0.026936027,0.052188552,0.063973064,0.048821549,0.025252525,0.02020202,0.005050505,0,0,0.03030303,0.015151515,0.042087542,0.058922559,0.072390572,0.023569024,0.001683502,0.008417508,0.006734007,0.006734007,0.016835017,0,0,0.001683502,0.04040404,0.016835017,0.016835017,0.001683502,0.003367003,0.001683502,0.163299663,0.021885522,0.028619529,0.031986532,0.021885522,0.01010101,0.013468013,0.033670034,0.016835017,0.026936027,0.01010101,0.003367003,0.011784512,0.025252525,0.005050505,0.01010101,0,0.013468013,0.117845118,0.011784512,0.072390572,0.04040404,0.023569024,0.023569024,0.006734007,0.01010101,0.021885522,0,0,0.018518519,0,0.001683502,0
175,52222,0.531914894,0.085106383,0.042553191,0,0.021276596,0.021276596,0,0,0.042553191,0.212765957,0.021276596,0.14893617,0.085106383,0.042553191,0,0.021276596,0.021276596,0,0,0,0,0.042553191,0.106382979,0.063829787,0.042553191,0,0,0.021276596,0.021276596,0.085106383,0,0,0.021276596,0.063829787,0.021276596,0.021276596,0,0,0.021276596,0.234042553,0.063829787,0.021276596,0.021276596,0.063829787,0,0,0.063829787,0.042553191,0.042553191,0.021276596,0.021276596,0,0.085106383,0.021276596,0.021276596,0,0.042553191,0.127659574,0.021276596,0.106382979,0.042553191,0.042553191,0.021276596,0.063829787,0,0,0,0,0.042553191,0,0.021276596,0
152,65779,0.538461538,0.076923077,0,0,0,0,0,0,0.076923077,0.153846154,0,0.076923077,0,0.076923077,0.076923077,0.076923077,0,0,0,0,0,0,0.153846154,0,0.076923077,0,0,0,0.076923077,0,0,0,0,0.076923077,0.076923077,0,0,0,0,0.307692308,0.153846154,0,0,0,0,0,0,0.076923077,0,0,0,0,0.076923077,0,0,0,0.076923077,0.076923077,0,0.076923077,0,0,0,0,0,0,0,0,0.076923077,0,0,0
