id,pronoun,TenseM,social,affect,cogmech,percept,bio,label
197089,0.02278481,0.032911392,0.021518987,0.037974684,0.167088608,0.025316456,0.079746835,0
23023539,0.007168459,0.012544803,0.02688172,0.043010753,0.091397849,0.032258065,0.003584229,1
57316,0.055121528,0.028645833,0.049479167,0.045138889,0.246527778,0.021701389,0.115451389,0
332825,0.03649635,0.01946472,0.03163017,0.01946472,0.141119221,0.03649635,0.111922141,0
32596,0,0,0,0,0.095238095,0.142857143,0,0
40576,0,0,0,0.095238095,0.19047619,0.047619048,0,0
354109,0,0,0.1,0,0.2,0,0,0
24552452,0.038135593,0.033898305,0.025423729,0.02259887,0.093220339,0.016949153,0.005649718,1
57956,0,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0
133991,0.043348281,0.041853513,0.04857997,0.032137519,0.198056801,0.029147982,0.11509716,0
168156,0.044444444,0.057142857,0.053968254,0.057142857,0.201587302,0.074603175,0.055555556,0
294885,0.063022867,0.034578918,0.058003346,0.045733408,0.192972672,0.024539877,0.044060234,0
292097,0.05065123,0.056439942,0.068017366,0.05065123,0.177279305,0.023154848,0.094790159,0
24796931,0.015810277,0.041897233,0.027667984,0.039525692,0.188142292,0.011857708,0.003952569,1
13751,0.023255814,0.020671835,0.031007752,0.051679587,0.211886305,0.036175711,0.054263566,0
185728,0.035490605,0.020876827,0.035490605,0.037578288,0.200417537,0.008350731,0.075156576,0
35331,0.105263158,0.078947368,0.052631579,0.052631579,0.184210526,0,0.078947368,0
259804,0.031571723,0.024708305,0.027453672,0.050446122,0.189087165,0.017501716,0.093342485,0
23109550,0.027522936,0.047706422,0.066972477,0.068807339,0.133944954,0.024770642,0.065137615,1
341158,0.074766355,0.054517134,0.079439252,0.03271028,0.160436137,0.03271028,0.068535826,0
313645,0.00589391,0.029469548,0.003929273,0.025540275,0.143418468,0.05697446,0.086444008,0
23107014,0.028931751,0.034866469,0.033382789,0.053412463,0.135756677,0.012611276,0.022255193,1
526678,0,0,0,0,0,0,0,0
27113,0.044083527,0.011600928,0.048723898,0.046403712,0.164733179,0.039443155,0.071925754,0
26608225,0.01369863,0.029109589,0.011986301,0.008561644,0.178082192,0.037671233,0.063356164,1
369451,0.041666667,0.022435897,0.047008547,0.096153846,0.195512821,0.053418803,0.061965812,0
308672,0.024478694,0.030825023,0.020852221,0.039891206,0.156844968,0.023572076,0.098821396,0
28927,0.053613054,0.060606061,0.072261072,0.027972028,0.125874126,0.032634033,0.053613054,0
25648301,0.058823529,0.05370844,0.090792839,0.060102302,0.171355499,0.054987212,0.057544757,1
325196,0.032634033,0.025641026,0.03030303,0.06993007,0.146853147,0.025641026,0.072261072,0
27367,0.048951049,0.053613054,0.055944056,0.040792541,0.175990676,0.022144522,0.075757576,0
36883,0.067307692,0.028846154,0.096153846,0.048076923,0.134615385,0.052884615,0.024038462,0
532427,0.126760563,0.028169014,0.098591549,0.028169014,0.225352113,0.014084507,0,0
21863,0.020797227,0.043327556,0.020797227,0.041594454,0.197573657,0.025996534,0.074523397,0
25660343,0.036697248,0.018348624,0.018348624,0.009174312,0.110091743,0.036697248,0.091743119,1
16369,0.03914405,0.03914405,0.033402923,0.038100209,0.21868476,0.01565762,0.082985386,0
488915,0.043143956,0.045706963,0.045706963,0.041435284,0.220845792,0.020931226,0.089705254,0
349421,0.013015184,0.039045553,0.021691974,0.015184382,0.112798265,0.015184382,0.04989154,0
262511,0.057361377,0.051625239,0.061185468,0.04206501,0.141491396,0.040152964,0.076481836,0
126418,0.060606061,0.03030303,0.121212121,0.121212121,0.151515152,0.060606061,0,0
23987884,0.027469316,0.030976037,0.01987142,0.046171829,0.208649912,0.00818235,0.000584454,1
284423,0.03163017,0.03163017,0.04136253,0.02676399,0.180048662,0.01703163,0.04622871,0
60340,0.086419753,0.086419753,0.12345679,0.024691358,0.24691358,0.024691358,0.061728395,0
24901986,0.008454106,0.049516908,0.049516908,0.043478261,0.195652174,0.039855072,0.048309179,1
25845304,0.047477745,0.038575668,0.053412463,0.048961424,0.175074184,0.035608309,0.010385757,1
23872184,0.056737589,0.085106383,0.070921986,0.063829787,0.14893617,0.035460993,0.007092199,1
363134,0.029850746,0.029850746,0.018479033,0.04832978,0.201137171,0.022032694,0.111584932,0
526444,0.048806941,0.020607375,0.082429501,0.037960954,0.173535792,0.030368764,0.071583514,0
24690629,0.026385224,0.013192612,0.023746702,0.018469657,0.200527704,0.005277045,0.002638522,1
218556,0.038107753,0.02890933,0.033508541,0.036793693,0.162286465,0.040078844,0.096583443,0
525719,0.047219307,0.019937041,0.079748164,0.0409234,0.174186779,0.034627492,0.070304302,0
25003326,0.013664596,0.058385093,0.023602484,0.029813665,0.111801242,0.026086957,0.01863354,1
69343,0.058718861,0.021352313,0.065836299,0.048042705,0.204626335,0.019572954,0.065836299,0
7996,0.023233301,0.040658277,0.037754114,0.032913843,0.187802517,0.017424976,0.047434656,0
35165,0.024077047,0.027287319,0.014446228,0.04975923,0.191011236,0.025682183,0.04975923,0
90013,0.011686144,0.040066778,0.050083472,0.03672788,0.227045075,0.016694491,0.150250417,0
26591048,0.035326087,0.032608696,0.055706522,0.014945652,0.138586957,0.028532609,0.013586957,1
139890,0.025806452,0.027956989,0.034408602,0.032258065,0.167741935,0.019354839,0.043010753,0
13615,0.0625,0.05,0.125,0.0875,0.2125,0.0375,0.0625,0
26521966,0.017035775,0.032367973,0.032367973,0.022146508,0.115843271,0.023850085,0.001703578,1
34944,0.038147139,0.036784741,0.053133515,0.036784741,0.179836512,0.024523161,0.035422343,0
367485,0.043189369,0.051495017,0.053156146,0.041528239,0.132890365,0.03654485,0.083056478,0
26321,0.043918919,0.060810811,0.060810811,0.081081081,0.172297297,0,0.050675676,0
25277845,0.02955665,0.051231527,0.044334975,0.015763547,0.190147783,0.02364532,0.014778325,1
26844,0.049539171,0.05875576,0.036866359,0.039170507,0.186635945,0.013824885,0.087557604,0
22666,0.011560694,0.005780347,0.026011561,0.083815029,0.092485549,0.020231214,0.205202312,0
58001,0.03546798,0.03546798,0.052216749,0.049261084,0.218719212,0.026600985,0.078817734,0
38382,0.030737705,0.034836066,0.033811475,0.051229508,0.139344262,0.030737705,0.046106557,0
25592540,0.011337868,0.036281179,0.029478458,0.024943311,0.133786848,0.006802721,0.004535147,1
342653,0.012452626,0.037899296,0.014076881,0.047644829,0.181916622,0.026529507,0.104493774,0
35148,0.009693053,0.045234249,0.011308562,0.045234249,0.216478191,0.017770598,0.051696284,0
32198,0.056426332,0.018808777,0.059561129,0.056426332,0.178683386,0.056426332,0.018808777,0
369124,0.056410256,0.024175824,0.048351648,0.024908425,0.212454212,0.029304029,0.147252747,0
24058311,0.029612756,0.082004556,0.064920273,0.074031891,0.156036446,0.014806378,0.009111617,1
166675,0.052631579,0.043174342,0.048108553,0.0234375,0.197368421,0.025082237,0.088815789,0
63144,0.022309711,0.026246719,0.035433071,0.030183727,0.190288714,0.007874016,0.069553806,0
9547,0.02406015,0.028571429,0.036090226,0.031578947,0.196992481,0.009022556,0.070676692,0
242400,0.032723239,0.031059346,0.03771492,0.051580699,0.163061564,0.033832501,0.046034387,0
246282,0.034274194,0.025201613,0.017137097,0.055443548,0.17641129,0.028225806,0.122983871,0
341146,0.026315789,0.035087719,0.035087719,0.052631579,0.184210526,0.010526316,0.084210526,0
311529,0.026748971,0.030864198,0.029835391,0.032921811,0.191358025,0.020576132,0.074074074,0
26555,0.049295775,0.056338028,0.084507042,0.049295775,0.204225352,0.042253521,0.035211268,0
342573,0.075524476,0.053146853,0.082517483,0.033566434,0.158041958,0.033566434,0.061538462,0
26352846,0.016528926,0.037780401,0.029909484,0.04171586,0.155844156,0.012199921,0.004329004,1
149477,0.016225962,0.016826923,0.015024038,0.063100962,0.158653846,0.028846154,0.051682692,0
26788313,0.010494753,0.036731634,0.038230885,0.015742129,0.159670165,0.007496252,0.002998501,1
174806,0.021341463,0.022865854,0.021341463,0.042682927,0.146341463,0.016768293,0.117378049,0
174968,0.018099548,0.025641026,0.016591252,0.040723982,0.122171946,0.031674208,0.092006033,0
273398,0.020568071,0.031341822,0.018609207,0.031341822,0.1625857,0.02546523,0.093046033,0
4673,0,0,0,0,0,0.333333333,0,0
36032,0,0,0.1,0.3,0.1,0.1,0,0
24687378,0.087452471,0.053231939,0.087452471,0.022813688,0.205323194,0.022813688,0.007604563,1
332468,0.01189387,0.041171089,0.020128088,0.031107045,0.152790485,0.021043001,0.032936871,0
222565,0.037717602,0.02417795,0.020309478,0.058027079,0.175048356,0.029980658,0.119922631,0
24704205,0.022540984,0.053278689,0.098360656,0.036885246,0.12704918,0.022540984,0.016393443,1
122994,0,0,0.166666667,0.333333333,0.25,0,0,0
64140,0,0,0,0.076923077,0.153846154,0,0.076923077,0
25423304,0.025457438,0.050914877,0.024661893,0.043754972,0.16070008,0.016706444,0.012728719,1
221729,0.053278689,0.036885246,0.086065574,0.077868852,0.202185792,0.031420765,0.010928962,0
331728,0.013953488,0.041860465,0.054263566,0.035658915,0.241860465,0.015503876,0.151937984,0
24258,0.034246575,0.050228311,0.057077626,0.038812785,0.200913242,0.01369863,0.086757991,0
297451,0.036890646,0.028985507,0.032938076,0.03886693,0.164690382,0.041501976,0.095520422,0
24242198,0.008438819,0.018987342,0.025316456,0.008438819,0.105485232,0.004219409,0.004219409,1
252838,0.022872827,0.015553522,0.021043001,0.02378774,0.08600183,0.034766697,0.118938701,0
38004,0.039878849,0.033316507,0.036850076,0.062594649,0.17617365,0.05451792,0.058556285,0
25341739,0.020368194,0.039169604,0.047003525,0.038777908,0.112416765,0.008617313,0.004700353,1
523907,0.083333333,0,0.166666667,0.138888889,0.166666667,0.055555556,0,0
209918,0.017964072,0.023952096,0.035928144,0.050898204,0.215568862,0.02994012,0.05988024,0
307957,0.039473684,0.039473684,0.065789474,0.052631579,0.157894737,0.013157895,0,0
88253,0.031635389,0.064879357,0.038069705,0.041286863,0.167828418,0.037533512,0.071849866,0
19924,0.034671533,0.027372263,0.040145985,0.00729927,0.151459854,0.012773723,0.071167883,0
88549,0.0260631,0.041152263,0.038408779,0.031550069,0.216735254,0.017832647,0.056241427,0
114364,0.042420462,0.045227698,0.034622583,0.055208983,0.184965689,0.022769807,0.121334997,0
26288,0.045040486,0.054149798,0.047064777,0.049089069,0.196356275,0.029352227,0.115890688,0
23746232,0.0625,0.043402778,0.064930556,0.038194444,0.209375,0.024652778,0.006597222,1
127501,0.007155635,0.007155635,0.02862254,0.037567084,0.166368515,0.02862254,0.1019678,0
29423,0.028604119,0.02173913,0.037757437,0.051487414,0.156750572,0.020594966,0.121281465,0
27532,0.043956044,0.065934066,0.032967033,0.076923077,0.131868132,0.032967033,0.065934066,0
191099,0.044708029,0.023722628,0.027372263,0.055656934,0.182481752,0.02919708,0.113138686,0
331762,0.018552876,0.037105751,0.027829314,0.05380334,0.183673469,0.011131725,0.089053803,0
58276,0.096153846,0.028846154,0.086538462,0.028846154,0.269230769,0.009615385,0,0
12596,0.031976744,0.039244186,0.043604651,0.029069767,0.159883721,0.036337209,0.063953488,0
25781551,0.015021459,0.019313305,0.012875536,0.008583691,0.141630901,0.019313305,0.02360515,1
48167,0.04492363,0.026055705,0.0655885,0.036837376,0.134770889,0.015274034,0.133872417,0
14984,0.019230769,0,0.028846154,0.038461538,0.096153846,0.028846154,0.076923077,0
61907,0.041666667,0,0.041666667,0.166666667,0.125,0.125,0,0
480152,0.012729844,0.031117397,0.038189533,0.026874116,0.16407355,0.057991513,0.069306931,0
68484,0.072463768,0.050724638,0.166666667,0.050724638,0.130434783,0.050724638,0.014492754,0
116140,0.025221541,0.03135651,0.034764826,0.041581459,0.21540559,0.015678255,0.099522836,0
25992049,0.032034632,0.032034632,0.031168831,0.029437229,0.194805195,0.012121212,0.113419913,1
24161452,0.002563007,0.006407518,0.009397693,0.009397693,0.059376335,0.013242204,0.00811619,1
23710994,0.015151515,0.03030303,0.060606061,0,0.121212121,0.015151515,0.015151515,1
39436,0,0,0,0.066666667,0.066666667,0.033333333,0.033333333,0
23642292,0.015748031,0.017716535,0.061023622,0.053149606,0.149606299,0.013779528,0.025590551,1
492846,0.024106401,0.014962594,0.026600166,0.046550291,0.19035744,0.011637573,0.144638404,0
357986,0.051442911,0.060225847,0.048933501,0.04642409,0.227101631,0.018820577,0.065244668,0
352042,0.045454545,0.045454545,0.068181818,0.090909091,0.272727273,0.022727273,0.068181818,0
26505544,0.039413382,0.03208066,0.058661778,0.016498625,0.158570119,0.006416132,0.003666361,1
36765,0,0,0,0.125,0.0625,0.125,0,0
122602,0.005434783,0.014945652,0.014945652,0.059782609,0.154891304,0.013586957,0.141304348,0
367011,0.022624434,0.054298643,0.029411765,0.061085973,0.13800905,0.056561086,0.085972851,0
36801,0.011494253,0,0.022988506,0.034482759,0.08045977,0.045977011,0.034482759,0
22937136,0.025236593,0.031545741,0.047318612,0.022082019,0.189274448,0.015772871,0.003154574,1
35954,0.019230769,0.028846154,0.036858974,0.048076923,0.182692308,0.014423077,0.032051282,0
527226,0,0,0,0,0,0,0,0
34947,0.025110783,0.023633678,0.020679468,0.050221566,0.206794682,0.023633678,0.033973412,0
8199,0.2,0,0.2,0.4,0,0,0,0
533515,0.028118241,0.035328046,0.050468637,0.04037491,0.227829849,0.023071377,0.085796683,0
83081,0.056105611,0.058305831,0.103410341,0.03630363,0.169416942,0.01650165,0.00990099,0
51104,0,0,0,0,0,0,0,0
24889173,0.008888889,0.014444444,0.016666667,0.017777778,0.127777778,0.006666667,0.002222222,1
23193641,0.03002611,0.050913838,0.054830287,0.03002611,0.125326371,0.019582245,0.006527415,1
25810067,0.017573222,0.026778243,0.046861925,0.033472803,0.194979079,0.013389121,0.032635983,1
65718,0,0,0,0.25,0.25,0.25,0,0
31119,0.033557047,0.035794183,0.058165548,0.031319911,0.174496644,0.022371365,0.064876957,0
26293145,0.013679891,0.041039672,0.017783858,0.024623803,0.117647059,0.009575923,0.001367989,1
24036599,0.02112104,0.051990252,0.012997563,0.030869212,0.162469537,0.014622258,0.016246954,1
335735,0.01584507,0.041373239,0.019366197,0.034330986,0.148767606,0.021126761,0.032570423,0
5431,0.050724638,0.043478261,0.101449275,0.086956522,0.210144928,0.014492754,0.079710145,0
41150,0.027247956,0.028610354,0.036784741,0.058583106,0.21253406,0.058583106,0.084468665,0
38360,0.028138528,0.034632035,0.032467532,0.034632035,0.177489177,0.019480519,0.045454545,0
215842,0,0.05,0.1,0.05,0.15,0.05,0,0
20676,0,0.025641026,0,0.102564103,0.179487179,0.102564103,0.025641026,0
68613,0,0,0,0.166666667,0.166666667,0.166666667,0,0
364628,0.04180418,0.0220022,0.04620462,0.092409241,0.184818482,0.052805281,0.059405941,0
24525891,0.086993243,0.040540541,0.08277027,0.044763514,0.217483108,0.012246622,0.001266892,1
207739,0.035714286,0.017857143,0.035714286,0,0.125,0.017857143,0.089285714,0
238280,0.018617021,0.029255319,0.020611702,0.049867021,0.213430851,0.012632979,0.122340426,0
248581,0.011144883,0.015197568,0.015197568,0.022289767,0.064842958,0.03343465,0.131712259,0
12971,0.096153846,0,0.153846154,0.076923077,0.096153846,0.019230769,0.019230769,0
17861,0.090909091,0.045454545,0.045454545,0.045454545,0,0.090909091,0,0
227041,0.037249284,0.023877746,0.021012416,0.05730659,0.17382999,0.029608405,0.11843362,0
